Datum_Uhrzeit;Abfluss (m3/s);Date;Year
01.01.00;484;2000-01-01 00:00:00 UTC;2000
02.01.00;496;2000-01-02 00:00:00 UTC;2000
03.01.00;504;2000-01-03 00:00:00 UTC;2000
04.01.00;513;2000-01-04 00:00:00 UTC;2000
05.01.00;516;2000-01-05 00:00:00 UTC;2000
06.01.00;508;2000-01-06 00:00:00 UTC;2000
07.01.00;501;2000-01-07 00:00:00 UTC;2000
08.01.00;492;2000-01-08 00:00:00 UTC;2000
09.01.00;477;2000-01-09 00:00:00 UTC;2000
10.01.00;476;2000-01-10 00:00:00 UTC;2000
11.01.00;485;2000-01-11 00:00:00 UTC;2000
12.01.00;492;2000-01-12 00:00:00 UTC;2000
13.01.00;492;2000-01-13 00:00:00 UTC;2000
14.01.00;491;2000-01-14 00:00:00 UTC;2000
15.01.00;486;2000-01-15 00:00:00 UTC;2000
16.01.00;476;2000-01-16 00:00:00 UTC;2000
17.01.00;466;2000-01-17 00:00:00 UTC;2000
18.01.00;468;2000-01-18 00:00:00 UTC;2000
19.01.00;460;2000-01-19 00:00:00 UTC;2000
20.01.00;449;2000-01-20 00:00:00 UTC;2000
21.01.00;445;2000-01-21 00:00:00 UTC;2000
22.01.00;447;2000-01-22 00:00:00 UTC;2000
23.01.00;480;2000-01-23 00:00:00 UTC;2000
24.01.00;547;2000-01-24 00:00:00 UTC;2000
25.01.00;590;2000-01-25 00:00:00 UTC;2000
26.01.00;616;2000-01-26 00:00:00 UTC;2000
27.01.00;623;2000-01-27 00:00:00 UTC;2000
28.01.00;617;2000-01-28 00:00:00 UTC;2000
29.01.00;596;2000-01-29 00:00:00 UTC;2000
30.01.00;571;2000-01-30 00:00:00 UTC;2000
31.01.00;560;2000-01-31 00:00:00 UTC;2000
01.02.00;563;2000-02-01 00:00:00 UTC;2000
02.02.00;566;2000-02-02 00:00:00 UTC;2000
03.02.00;604;2000-02-03 00:00:00 UTC;2000
04.02.00;730;2000-02-04 00:00:00 UTC;2000
05.02.00;887;2000-02-05 00:00:00 UTC;2000
06.02.00;1018;2000-02-06 00:00:00 UTC;2000
07.02.00;1116;2000-02-07 00:00:00 UTC;2000
08.02.00;1188;2000-02-08 00:00:00 UTC;2000
09.02.00;1245;2000-02-09 00:00:00 UTC;2000
10.02.00;1287;2000-02-10 00:00:00 UTC;2000
11.02.00;1308;2000-02-11 00:00:00 UTC;2000
12.02.00;1303;2000-02-12 00:00:00 UTC;2000
13.02.00;1293;2000-02-13 00:00:00 UTC;2000
14.02.00;1286;2000-02-14 00:00:00 UTC;2000
15.02.00;1288;2000-02-15 00:00:00 UTC;2000
16.02.00;1302;2000-02-16 00:00:00 UTC;2000
17.02.00;1313;2000-02-17 00:00:00 UTC;2000
18.02.00;1304;2000-02-18 00:00:00 UTC;2000
19.02.00;1261;2000-02-19 00:00:00 UTC;2000
20.02.00;1210;2000-02-20 00:00:00 UTC;2000
21.02.00;1175;2000-02-21 00:00:00 UTC;2000
22.02.00;1152;2000-02-22 00:00:00 UTC;2000
23.02.00;1132;2000-02-23 00:00:00 UTC;2000
24.02.00;1115;2000-02-24 00:00:00 UTC;2000
25.02.00;1098;2000-02-25 00:00:00 UTC;2000
26.02.00;1072;2000-02-26 00:00:00 UTC;2000
27.02.00;1047;2000-02-27 00:00:00 UTC;2000
28.02.00;1025;2000-02-28 00:00:00 UTC;2000
29.02.00;1028;2000-02-29 00:00:00 UTC;2000
01.03.00;1076;2000-03-01 00:00:00 UTC;2000
02.03.00;1124;2000-03-02 00:00:00 UTC;2000
03.03.00;1159;2000-03-03 00:00:00 UTC;2000
04.03.00;1183;2000-03-04 00:00:00 UTC;2000
05.03.00;1190;2000-03-05 00:00:00 UTC;2000
06.03.00;1178;2000-03-06 00:00:00 UTC;2000
07.03.00;1172;2000-03-07 00:00:00 UTC;2000
08.03.00;1183;2000-03-08 00:00:00 UTC;2000
09.03.00;1209;2000-03-09 00:00:00 UTC;2000
10.03.00;1234;2000-03-10 00:00:00 UTC;2000
11.03.00;1260;2000-03-11 00:00:00 UTC;2000
12.03.00;1273;2000-03-12 00:00:00 UTC;2000
13.03.00;1291;2000-03-13 00:00:00 UTC;2000
14.03.00;1340;2000-03-14 00:00:00 UTC;2000
15.03.00;1430;2000-03-15 00:00:00 UTC;2000
16.03.00;1567;2000-03-16 00:00:00 UTC;2000
17.03.00;1770;2000-03-17 00:00:00 UTC;2000
18.03.00;2057;2000-03-18 00:00:00 UTC;2000
19.03.00;2404;2000-03-19 00:00:00 UTC;2000
20.03.00;2652;2000-03-20 00:00:00 UTC;2000
21.03.00;2729;2000-03-21 00:00:00 UTC;2000
22.03.00;2726;2000-03-22 00:00:00 UTC;2000
23.03.00;2756;2000-03-23 00:00:00 UTC;2000
24.03.00;2801;2000-03-24 00:00:00 UTC;2000
25.03.00;2778;2000-03-25 00:00:00 UTC;2000
26.03.00;2687;2000-03-26 00:00:00 UTC;2000
27.03.00;2556;2000-03-27 00:00:00 UTC;2000
28.03.00;2423;2000-03-28 00:00:00 UTC;2000
29.03.00;2299;2000-03-29 00:00:00 UTC;2000
30.03.00;2180;2000-03-30 00:00:00 UTC;2000
31.03.00;2062;2000-03-31 00:00:00 UTC;2000
01.04.00;1972;2000-04-01 00:00:00 UTC;2000
02.04.00;1937;2000-04-02 00:00:00 UTC;2000
03.04.00;1930;2000-04-03 00:00:00 UTC;2000
04.04.00;1936;2000-04-04 00:00:00 UTC;2000
05.04.00;1969;2000-04-05 00:00:00 UTC;2000
06.04.00;2011;2000-04-06 00:00:00 UTC;2000
07.04.00;2059;2000-04-07 00:00:00 UTC;2000
08.04.00;2134;2000-04-08 00:00:00 UTC;2000
09.04.00;2199;2000-04-09 00:00:00 UTC;2000
10.04.00;2172;2000-04-10 00:00:00 UTC;2000
11.04.00;2050;2000-04-11 00:00:00 UTC;2000
12.04.00;1901;2000-04-12 00:00:00 UTC;2000
13.04.00;1757;2000-04-13 00:00:00 UTC;2000
14.04.00;1635;2000-04-14 00:00:00 UTC;2000
15.04.00;1530;2000-04-15 00:00:00 UTC;2000
16.04.00;1424;2000-04-16 00:00:00 UTC;2000
17.04.00;1337;2000-04-17 00:00:00 UTC;2000
18.04.00;1265;2000-04-18 00:00:00 UTC;2000
19.04.00;1211;2000-04-19 00:00:00 UTC;2000
20.04.00;1165;2000-04-20 00:00:00 UTC;2000
21.04.00;1122;2000-04-21 00:00:00 UTC;2000
22.04.00;1085;2000-04-22 00:00:00 UTC;2000
23.04.00;1057;2000-04-23 00:00:00 UTC;2000
24.04.00;1033;2000-04-24 00:00:00 UTC;2000
25.04.00;1003;2000-04-25 00:00:00 UTC;2000
26.04.00;971;2000-04-26 00:00:00 UTC;2000
27.04.00;930;2000-04-27 00:00:00 UTC;2000
28.04.00;890;2000-04-28 00:00:00 UTC;2000
29.04.00;857;2000-04-29 00:00:00 UTC;2000
30.04.00;832;2000-04-30 00:00:00 UTC;2000
01.05.00;804;2000-05-01 00:00:00 UTC;2000
02.05.00;769;2000-05-02 00:00:00 UTC;2000
03.05.00;728;2000-05-03 00:00:00 UTC;2000
04.05.00;681;2000-05-04 00:00:00 UTC;2000
05.05.00;657;2000-05-05 00:00:00 UTC;2000
06.05.00;651;2000-05-06 00:00:00 UTC;2000
07.05.00;636;2000-05-07 00:00:00 UTC;2000
08.05.00;609;2000-05-08 00:00:00 UTC;2000
09.05.00;590;2000-05-09 00:00:00 UTC;2000
10.05.00;580;2000-05-10 00:00:00 UTC;2000
11.05.00;568;2000-05-11 00:00:00 UTC;2000
12.05.00;538;2000-05-12 00:00:00 UTC;2000
13.05.00;508;2000-05-13 00:00:00 UTC;2000
14.05.00;488;2000-05-14 00:00:00 UTC;2000
15.05.00;478;2000-05-15 00:00:00 UTC;2000
16.05.00;471;2000-05-16 00:00:00 UTC;2000
17.05.00;462;2000-05-17 00:00:00 UTC;2000
18.05.00;446;2000-05-18 00:00:00 UTC;2000
19.05.00;433;2000-05-19 00:00:00 UTC;2000
20.05.00;426;2000-05-20 00:00:00 UTC;2000
21.05.00;419;2000-05-21 00:00:00 UTC;2000
22.05.00;407;2000-05-22 00:00:00 UTC;2000
23.05.00;410;2000-05-23 00:00:00 UTC;2000
24.05.00;422;2000-05-24 00:00:00 UTC;2000
25.05.00;432;2000-05-25 00:00:00 UTC;2000
26.05.00;439;2000-05-26 00:00:00 UTC;2000
27.05.00;441;2000-05-27 00:00:00 UTC;2000
28.05.00;430;2000-05-28 00:00:00 UTC;2000
29.05.00;425;2000-05-29 00:00:00 UTC;2000
30.05.00;426;2000-05-30 00:00:00 UTC;2000
31.05.00;419;2000-05-31 00:00:00 UTC;2000
01.06.00;409;2000-06-01 00:00:00 UTC;2000
02.06.00;395;2000-06-02 00:00:00 UTC;2000
03.06.00;384;2000-06-03 00:00:00 UTC;2000
04.06.00;384;2000-06-04 00:00:00 UTC;2000
05.06.00;389;2000-06-05 00:00:00 UTC;2000
06.06.00;385;2000-06-06 00:00:00 UTC;2000
07.06.00;381;2000-06-07 00:00:00 UTC;2000
08.06.00;377;2000-06-08 00:00:00 UTC;2000
09.06.00;373;2000-06-09 00:00:00 UTC;2000
10.06.00;371;2000-06-10 00:00:00 UTC;2000
11.06.00;373;2000-06-11 00:00:00 UTC;2000
12.06.00;371;2000-06-12 00:00:00 UTC;2000
13.06.00;365;2000-06-13 00:00:00 UTC;2000
14.06.00;358;2000-06-14 00:00:00 UTC;2000
15.06.00;357;2000-06-15 00:00:00 UTC;2000
16.06.00;353;2000-06-16 00:00:00 UTC;2000
17.06.00;341;2000-06-17 00:00:00 UTC;2000
18.06.00;334;2000-06-18 00:00:00 UTC;2000
19.06.00;324;2000-06-19 00:00:00 UTC;2000
20.06.00;319;2000-06-20 00:00:00 UTC;2000
21.06.00;319;2000-06-21 00:00:00 UTC;2000
22.06.00;318;2000-06-22 00:00:00 UTC;2000
23.06.00;312;2000-06-23 00:00:00 UTC;2000
24.06.00;310;2000-06-24 00:00:00 UTC;2000
25.06.00;304;2000-06-25 00:00:00 UTC;2000
26.06.00;299;2000-06-26 00:00:00 UTC;2000
27.06.00;294;2000-06-27 00:00:00 UTC;2000
28.06.00;288;2000-06-28 00:00:00 UTC;2000
29.06.00;282;2000-06-29 00:00:00 UTC;2000
30.06.00;280;2000-06-30 00:00:00 UTC;2000
01.07.00;283;2000-07-01 00:00:00 UTC;2000
02.07.00;284;2000-07-02 00:00:00 UTC;2000
03.07.00;283;2000-07-03 00:00:00 UTC;2000
04.07.00;285;2000-07-04 00:00:00 UTC;2000
05.07.00;289;2000-07-05 00:00:00 UTC;2000
06.07.00;288;2000-07-06 00:00:00 UTC;2000
07.07.00;281;2000-07-07 00:00:00 UTC;2000
08.07.00;281;2000-07-08 00:00:00 UTC;2000
09.07.00;281;2000-07-09 00:00:00 UTC;2000
10.07.00;283;2000-07-10 00:00:00 UTC;2000
11.07.00;288;2000-07-11 00:00:00 UTC;2000
12.07.00;291;2000-07-12 00:00:00 UTC;2000
13.07.00;292;2000-07-13 00:00:00 UTC;2000
14.07.00;301;2000-07-14 00:00:00 UTC;2000
15.07.00;304;2000-07-15 00:00:00 UTC;2000
16.07.00;303;2000-07-16 00:00:00 UTC;2000
17.07.00;303;2000-07-17 00:00:00 UTC;2000
18.07.00;301;2000-07-18 00:00:00 UTC;2000
19.07.00;297;2000-07-19 00:00:00 UTC;2000
20.07.00;298;2000-07-20 00:00:00 UTC;2000
21.07.00;302;2000-07-21 00:00:00 UTC;2000
22.07.00;300;2000-07-22 00:00:00 UTC;2000
23.07.00;297;2000-07-23 00:00:00 UTC;2000
24.07.00;301;2000-07-24 00:00:00 UTC;2000
25.07.00;317;2000-07-25 00:00:00 UTC;2000
26.07.00;325;2000-07-26 00:00:00 UTC;2000
27.07.00;328;2000-07-27 00:00:00 UTC;2000
28.07.00;320;2000-07-28 00:00:00 UTC;2000
29.07.00;326;2000-07-29 00:00:00 UTC;2000
30.07.00;352;2000-07-30 00:00:00 UTC;2000
31.07.00;350;2000-07-31 00:00:00 UTC;2000
01.08.00;349;2000-08-01 00:00:00 UTC;2000
02.08.00;365;2000-08-02 00:00:00 UTC;2000
03.08.00;372;2000-08-03 00:00:00 UTC;2000
04.08.00;371;2000-08-04 00:00:00 UTC;2000
05.08.00;373;2000-08-05 00:00:00 UTC;2000
06.08.00;381;2000-08-06 00:00:00 UTC;2000
07.08.00;390;2000-08-07 00:00:00 UTC;2000
08.08.00;380;2000-08-08 00:00:00 UTC;2000
09.08.00;352;2000-08-09 00:00:00 UTC;2000
10.08.00;329;2000-08-10 00:00:00 UTC;2000
11.08.00;316;2000-08-11 00:00:00 UTC;2000
12.08.00;306;2000-08-12 00:00:00 UTC;2000
13.08.00;303;2000-08-13 00:00:00 UTC;2000
14.08.00;302;2000-08-14 00:00:00 UTC;2000
15.08.00;304;2000-08-15 00:00:00 UTC;2000
16.08.00;303;2000-08-16 00:00:00 UTC;2000
17.08.00;305;2000-08-17 00:00:00 UTC;2000
18.08.00;305;2000-08-18 00:00:00 UTC;2000
19.08.00;316;2000-08-19 00:00:00 UTC;2000
20.08.00;317;2000-08-20 00:00:00 UTC;2000
21.08.00;314;2000-08-21 00:00:00 UTC;2000
22.08.00;312;2000-08-22 00:00:00 UTC;2000
23.08.00;314;2000-08-23 00:00:00 UTC;2000
24.08.00;319;2000-08-24 00:00:00 UTC;2000
25.08.00;325;2000-08-25 00:00:00 UTC;2000
26.08.00;323;2000-08-26 00:00:00 UTC;2000
27.08.00;313;2000-08-27 00:00:00 UTC;2000
28.08.00;314;2000-08-28 00:00:00 UTC;2000
29.08.00;314;2000-08-29 00:00:00 UTC;2000
30.08.00;303;2000-08-30 00:00:00 UTC;2000
31.08.00;295;2000-08-31 00:00:00 UTC;2000
01.09.00;288;2000-09-01 00:00:00 UTC;2000
02.09.00;288;2000-09-02 00:00:00 UTC;2000
03.09.00;299;2000-09-03 00:00:00 UTC;2000
04.09.00;309;2000-09-04 00:00:00 UTC;2000
05.09.00;311;2000-09-05 00:00:00 UTC;2000
06.09.00;319;2000-09-06 00:00:00 UTC;2000
07.09.00;333;2000-09-07 00:00:00 UTC;2000
08.09.00;340;2000-09-08 00:00:00 UTC;2000
09.09.00;342;2000-09-09 00:00:00 UTC;2000
10.09.00;347;2000-09-10 00:00:00 UTC;2000
11.09.00;349;2000-09-11 00:00:00 UTC;2000
12.09.00;356;2000-09-12 00:00:00 UTC;2000
13.09.00;363;2000-09-13 00:00:00 UTC;2000
14.09.00;357;2000-09-14 00:00:00 UTC;2000
15.09.00;343;2000-09-15 00:00:00 UTC;2000
16.09.00;332;2000-09-16 00:00:00 UTC;2000
17.09.00;326;2000-09-17 00:00:00 UTC;2000
18.09.00;322;2000-09-18 00:00:00 UTC;2000
19.09.00;321;2000-09-19 00:00:00 UTC;2000
20.09.00;325;2000-09-20 00:00:00 UTC;2000
21.09.00;322;2000-09-21 00:00:00 UTC;2000
22.09.00;322;2000-09-22 00:00:00 UTC;2000
23.09.00;316;2000-09-23 00:00:00 UTC;2000
24.09.00;306;2000-09-24 00:00:00 UTC;2000
25.09.00;296;2000-09-25 00:00:00 UTC;2000
26.09.00;293;2000-09-26 00:00:00 UTC;2000
27.09.00;296;2000-09-27 00:00:00 UTC;2000
28.09.00;304;2000-09-28 00:00:00 UTC;2000
29.09.00;320;2000-09-29 00:00:00 UTC;2000
30.09.00;327;2000-09-30 00:00:00 UTC;2000
01.10.00;326;2000-10-01 00:00:00 UTC;2000
02.10.00;324;2000-10-02 00:00:00 UTC;2000
03.10.00;329;2000-10-03 00:00:00 UTC;2000
04.10.00;327;2000-10-04 00:00:00 UTC;2000
05.10.00;320;2000-10-05 00:00:00 UTC;2000
06.10.00;319;2000-10-06 00:00:00 UTC;2000
07.10.00;317;2000-10-07 00:00:00 UTC;2000
08.10.00;317;2000-10-08 00:00:00 UTC;2000
09.10.00;322;2000-10-09 00:00:00 UTC;2000
10.10.00;332;2000-10-10 00:00:00 UTC;2000
11.10.00;342;2000-10-11 00:00:00 UTC;2000
12.10.00;352;2000-10-12 00:00:00 UTC;2000
13.10.00;361;2000-10-13 00:00:00 UTC;2000
14.10.00;369;2000-10-14 00:00:00 UTC;2000
15.10.00;367;2000-10-15 00:00:00 UTC;2000
16.10.00;368;2000-10-16 00:00:00 UTC;2000
17.10.00;370;2000-10-17 00:00:00 UTC;2000
18.10.00;372;2000-10-18 00:00:00 UTC;2000
19.10.00;371;2000-10-19 00:00:00 UTC;2000
20.10.00;372;2000-10-20 00:00:00 UTC;2000
21.10.00;374;2000-10-21 00:00:00 UTC;2000
22.10.00;371;2000-10-22 00:00:00 UTC;2000
23.10.00;366;2000-10-23 00:00:00 UTC;2000
24.10.00;366;2000-10-24 00:00:00 UTC;2000
25.10.00;378;2000-10-25 00:00:00 UTC;2000
26.10.00;387;2000-10-26 00:00:00 UTC;2000
27.10.00;382;2000-10-27 00:00:00 UTC;2000
28.10.00;371;2000-10-28 00:00:00 UTC;2000
29.10.00;360;2000-10-29 00:00:00 UTC;2000
30.10.00;351;2000-10-30 00:00:00 UTC;2000
31.10.00;359;2000-10-31 00:00:00 UTC;2000
01.11.00;359;2000-11-01 00:00:00 UTC;2000
02.11.00;361;2000-11-02 00:00:00 UTC;2000
03.11.00;358;2000-11-03 00:00:00 UTC;2000
04.11.00;354;2000-11-04 00:00:00 UTC;2000
05.11.00;347;2000-11-05 00:00:00 UTC;2000
06.11.00;344;2000-11-06 00:00:00 UTC;2000
07.11.00;341;2000-11-07 00:00:00 UTC;2000
08.11.00;331;2000-11-08 00:00:00 UTC;2000
09.11.00;324;2000-11-09 00:00:00 UTC;2000
10.11.00;332;2000-11-10 00:00:00 UTC;2000
11.11.00;334;2000-11-11 00:00:00 UTC;2000
12.11.00;334;2000-11-12 00:00:00 UTC;2000
13.11.00;333;2000-11-13 00:00:00 UTC;2000
14.11.00;327;2000-11-14 00:00:00 UTC;2000
15.11.00;323;2000-11-15 00:00:00 UTC;2000
16.11.00;325;2000-11-16 00:00:00 UTC;2000
17.11.00;336;2000-11-17 00:00:00 UTC;2000
18.11.00;342;2000-11-18 00:00:00 UTC;2000
19.11.00;338;2000-11-19 00:00:00 UTC;2000
20.11.00;339;2000-11-20 00:00:00 UTC;2000
21.11.00;339;2000-11-21 00:00:00 UTC;2000
22.11.00;338;2000-11-22 00:00:00 UTC;2000
23.11.00;341;2000-11-23 00:00:00 UTC;2000
24.11.00;348;2000-11-24 00:00:00 UTC;2000
25.11.00;348;2000-11-25 00:00:00 UTC;2000
26.11.00;340;2000-11-26 00:00:00 UTC;2000
27.11.00;332;2000-11-27 00:00:00 UTC;2000
28.11.00;332;2000-11-28 00:00:00 UTC;2000
29.11.00;338;2000-11-29 00:00:00 UTC;2000
30.11.00;339;2000-11-30 00:00:00 UTC;2000
01.12.00;338;2000-12-01 00:00:00 UTC;2000
02.12.00;339;2000-12-02 00:00:00 UTC;2000
03.12.00;342;2000-12-03 00:00:00 UTC;2000
04.12.00;346;2000-12-04 00:00:00 UTC;2000
05.12.00;350;2000-12-05 00:00:00 UTC;2000
06.12.00;347;2000-12-06 00:00:00 UTC;2000
07.12.00;344;2000-12-07 00:00:00 UTC;2000
08.12.00;336;2000-12-08 00:00:00 UTC;2000
09.12.00;333;2000-12-09 00:00:00 UTC;2000
10.12.00;333;2000-12-10 00:00:00 UTC;2000
11.12.00;332;2000-12-11 00:00:00 UTC;2000
12.12.00;333;2000-12-12 00:00:00 UTC;2000
13.12.00;335;2000-12-13 00:00:00 UTC;2000
14.12.00;343;2000-12-14 00:00:00 UTC;2000
15.12.00;345;2000-12-15 00:00:00 UTC;2000
16.12.00;340;2000-12-16 00:00:00 UTC;2000
17.12.00;342;2000-12-17 00:00:00 UTC;2000
18.12.00;345;2000-12-18 00:00:00 UTC;2000
19.12.00;353;2000-12-19 00:00:00 UTC;2000
20.12.00;362;2000-12-20 00:00:00 UTC;2000
21.12.00;371;2000-12-21 00:00:00 UTC;2000
22.12.00;379;2000-12-22 00:00:00 UTC;2000
23.12.00;385;2000-12-23 00:00:00 UTC;2000
24.12.00;383;2000-12-24 00:00:00 UTC;2000
25.12.00;379;2000-12-25 00:00:00 UTC;2000
26.12.00;370;2000-12-26 00:00:00 UTC;2000
27.12.00;367;2000-12-27 00:00:00 UTC;2000
28.12.00;360;2000-12-28 00:00:00 UTC;2000
29.12.00;355;2000-12-29 00:00:00 UTC;2000
30.12.00;352;2000-12-30 00:00:00 UTC;2000
31.12.00;347;2000-12-31 00:00:00 UTC;2000
01.01.01;346;2001-01-01 00:00:00 UTC;2001
02.01.01;346;2001-01-02 00:00:00 UTC;2001
03.01.01;345;2001-01-03 00:00:00 UTC;2001
04.01.01;351;2001-01-04 00:00:00 UTC;2001
05.01.01;355;2001-01-05 00:00:00 UTC;2001
06.01.01;368;2001-01-06 00:00:00 UTC;2001
07.01.01;380;2001-01-07 00:00:00 UTC;2001
08.01.01;388;2001-01-08 00:00:00 UTC;2001
09.01.01;397;2001-01-09 00:00:00 UTC;2001
10.01.01;404;2001-01-10 00:00:00 UTC;2001
11.01.01;412;2001-01-11 00:00:00 UTC;2001
12.01.01;421;2001-01-12 00:00:00 UTC;2001
13.01.01;431;2001-01-13 00:00:00 UTC;2001
14.01.01;448;2001-01-14 00:00:00 UTC;2001
15.01.01;471;2001-01-15 00:00:00 UTC;2001
16.01.01;482;2001-01-16 00:00:00 UTC;2001
17.01.01;474;2001-01-17 00:00:00 UTC;2001
18.01.01;449;2001-01-18 00:00:00 UTC;2001
19.01.01;434;2001-01-19 00:00:00 UTC;2001
20.01.01;427;2001-01-20 00:00:00 UTC;2001
21.01.01;414;2001-01-21 00:00:00 UTC;2001
22.01.01;395;2001-01-22 00:00:00 UTC;2001
23.01.01;383;2001-01-23 00:00:00 UTC;2001
24.01.01;379;2001-01-24 00:00:00 UTC;2001
25.01.01;374;2001-01-25 00:00:00 UTC;2001
26.01.01;370;2001-01-26 00:00:00 UTC;2001
27.01.01;392;2001-01-27 00:00:00 UTC;2001
28.01.01;408;2001-01-28 00:00:00 UTC;2001
29.01.01;416;2001-01-29 00:00:00 UTC;2001
30.01.01;436;2001-01-30 00:00:00 UTC;2001
31.01.01;451;2001-01-31 00:00:00 UTC;2001
01.02.01;457;2001-02-01 00:00:00 UTC;2001
02.02.01;461;2001-02-02 00:00:00 UTC;2001
03.02.01;458;2001-02-03 00:00:00 UTC;2001
04.02.01;455;2001-02-04 00:00:00 UTC;2001
05.02.01;450;2001-02-05 00:00:00 UTC;2001
06.02.01;454;2001-02-06 00:00:00 UTC;2001
07.02.01;475;2001-02-07 00:00:00 UTC;2001
08.02.01;501;2001-02-08 00:00:00 UTC;2001
09.02.01;511;2001-02-09 00:00:00 UTC;2001
10.02.01;536;2001-02-10 00:00:00 UTC;2001
11.02.01;591;2001-02-11 00:00:00 UTC;2001
12.02.01;655;2001-02-12 00:00:00 UTC;2001
13.02.01;719;2001-02-13 00:00:00 UTC;2001
14.02.01;759;2001-02-14 00:00:00 UTC;2001
15.02.01;757;2001-02-15 00:00:00 UTC;2001
16.02.01;735;2001-02-16 00:00:00 UTC;2001
17.02.01;708;2001-02-17 00:00:00 UTC;2001
18.02.01;683;2001-02-18 00:00:00 UTC;2001
19.02.01;669;2001-02-19 00:00:00 UTC;2001
20.02.01;657;2001-02-20 00:00:00 UTC;2001
21.02.01;646;2001-02-21 00:00:00 UTC;2001
22.02.01;632;2001-02-22 00:00:00 UTC;2001
23.02.01;617;2001-02-23 00:00:00 UTC;2001
24.02.01;596;2001-02-24 00:00:00 UTC;2001
25.02.01;577;2001-02-25 00:00:00 UTC;2001
26.02.01;564;2001-02-26 00:00:00 UTC;2001
27.02.01;562;2001-02-27 00:00:00 UTC;2001
28.02.01;570;2001-02-28 00:00:00 UTC;2001
01.03.01;564;2001-03-01 00:00:00 UTC;2001
02.03.01;560;2001-03-02 00:00:00 UTC;2001
03.03.01;556;2001-03-03 00:00:00 UTC;2001
04.03.01;546;2001-03-04 00:00:00 UTC;2001
05.03.01;533;2001-03-05 00:00:00 UTC;2001
06.03.01;519;2001-03-06 00:00:00 UTC;2001
07.03.01;508;2001-03-07 00:00:00 UTC;2001
08.03.01;499;2001-03-08 00:00:00 UTC;2001
09.03.01;497;2001-03-09 00:00:00 UTC;2001
10.03.01;501;2001-03-10 00:00:00 UTC;2001
11.03.01;507;2001-03-11 00:00:00 UTC;2001
12.03.01;519;2001-03-12 00:00:00 UTC;2001
13.03.01;535;2001-03-13 00:00:00 UTC;2001
14.03.01;569;2001-03-14 00:00:00 UTC;2001
15.03.01;614;2001-03-15 00:00:00 UTC;2001
16.03.01;651;2001-03-16 00:00:00 UTC;2001
17.03.01;690;2001-03-17 00:00:00 UTC;2001
18.03.01;752;2001-03-18 00:00:00 UTC;2001
19.03.01;816;2001-03-19 00:00:00 UTC;2001
20.03.01;862;2001-03-20 00:00:00 UTC;2001
21.03.01;884;2001-03-21 00:00:00 UTC;2001
22.03.01;900;2001-03-22 00:00:00 UTC;2001
23.03.01;916;2001-03-23 00:00:00 UTC;2001
24.03.01;931;2001-03-24 00:00:00 UTC;2001
25.03.01;951;2001-03-25 00:00:00 UTC;2001
26.03.01;979;2001-03-26 00:00:00 UTC;2001
27.03.01;1012;2001-03-27 00:00:00 UTC;2001
28.03.01;1064;2001-03-28 00:00:00 UTC;2001
29.03.01;1140;2001-03-29 00:00:00 UTC;2001
30.03.01;1223;2001-03-30 00:00:00 UTC;2001
31.03.01;1309;2001-03-31 00:00:00 UTC;2001
01.04.01;1394;2001-04-01 00:00:00 UTC;2001
02.04.01;1470;2001-04-02 00:00:00 UTC;2001
03.04.01;1530;2001-04-03 00:00:00 UTC;2001
04.04.01;1559;2001-04-04 00:00:00 UTC;2001
05.04.01;1533;2001-04-05 00:00:00 UTC;2001
06.04.01;1460;2001-04-06 00:00:00 UTC;2001
07.04.01;1362;2001-04-07 00:00:00 UTC;2001
08.04.01;1247;2001-04-08 00:00:00 UTC;2001
09.04.01;1146;2001-04-09 00:00:00 UTC;2001
10.04.01;1074;2001-04-10 00:00:00 UTC;2001
11.04.01;1021;2001-04-11 00:00:00 UTC;2001
12.04.01;978;2001-04-12 00:00:00 UTC;2001
13.04.01;944;2001-04-13 00:00:00 UTC;2001
14.04.01;952;2001-04-14 00:00:00 UTC;2001
15.04.01;1008;2001-04-15 00:00:00 UTC;2001
16.04.01;1044;2001-04-16 00:00:00 UTC;2001
17.04.01;1027;2001-04-17 00:00:00 UTC;2001
18.04.01;983;2001-04-18 00:00:00 UTC;2001
19.04.01;938;2001-04-19 00:00:00 UTC;2001
20.04.01;906;2001-04-20 00:00:00 UTC;2001
21.04.01;902;2001-04-21 00:00:00 UTC;2001
22.04.01;909;2001-04-22 00:00:00 UTC;2001
23.04.01;919;2001-04-23 00:00:00 UTC;2001
24.04.01;915;2001-04-24 00:00:00 UTC;2001
25.04.01;894;2001-04-25 00:00:00 UTC;2001
26.04.01;858;2001-04-26 00:00:00 UTC;2001
27.04.01;829;2001-04-27 00:00:00 UTC;2001
28.04.01;833;2001-04-28 00:00:00 UTC;2001
29.04.01;848;2001-04-29 00:00:00 UTC;2001
30.04.01;855;2001-04-30 00:00:00 UTC;2001
01.05.01;851;2001-05-01 00:00:00 UTC;2001
02.05.01;845;2001-05-02 00:00:00 UTC;2001
03.05.01;824;2001-05-03 00:00:00 UTC;2001
04.05.01;796;2001-05-04 00:00:00 UTC;2001
05.05.01;770;2001-05-05 00:00:00 UTC;2001
06.05.01;745;2001-05-06 00:00:00 UTC;2001
07.05.01;725;2001-05-07 00:00:00 UTC;2001
08.05.01;711;2001-05-08 00:00:00 UTC;2001
09.05.01;693;2001-05-09 00:00:00 UTC;2001
