'Gew�sser';'Wasserk�rper';'Messstelle';'Stromkilometer';'Parameter';'Messwert';'Einheit';'Messwerttyp';'Medium';'Messwertart';'Messvorgang';'Datum';'Bezugsjahr';'Zeit';'Datum bis';'Zeit bis';'Status';'Analysemethode';'Bemerkung (Datenausgabe)';'zus�tzliche Informationen'
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';04.01.2006;;09:35;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';31.01.2006;;08:15;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';01.03.2006;;07:55;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';29.03.2006;;08:00;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';27.04.2006;;07:15;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';22.05.2006;;14:45;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';20.06.2006;;02:45;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';17.07.2006;;12:00;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.08.2006;;11:46;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';11.09.2006;;09:45;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';09.10.2006;;08:45;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.11.2006;;07:00;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.12.2006;;07:15;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';22.01.2007;;08:55;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.02.2007;;09:20;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';07.03.2007;;08:47;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';10.04.2007;;11:15;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';07.05.2007;;10:13;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';04.06.2007;;09:30;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';23.07.2007;;13:00;;;'freigegeben';'-';
'Elbe';'Übergangsgewässer Elbe ';'Grauerort (Strom-km 660,6)';660,6;'Acenaphthen';< 0,002;'µg/l';'unter Bestimmungsgrenze';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.08.2007;;12:37;;;'freigegeben';'-';
