Type,Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Particle,Station4,Particle,Heavy,2022.02,14,107,4722.19,44.133,12.575,35.338
Particle,Station4,Particle,Heavy,2022.02,15,121,5071.54,41.914,13.505,33.154
Particle,Station4,Particle,Heavy,2022.02,16,116,5103.096,43.992,13.589,35.285
Particle,Station4,Particle,Heavy,2022.02,17,130,5519.407,42.457,14.698,31.944
Particle,Station4,Particle,Heavy,2022.02,18,143,5754.657,40.242,15.324,29.42
Particle,Station4,Particle,Heavy,2022.02,19,108,6759.964,62.592,18.001,41.728
Particle,Station4,Particle,Heavy,2022.02,2,74,1564.672,21.144,4.167,31.037
Particle,Station4,Particle,Heavy,2022.02,20,105,5172.919,49.266,13.775,36.008
Particle,Station4,Particle,Heavy,2022.02,21,113,5484.729,48.537,14.605,36.482
Particle,Station4,Particle,Heavy,2022.02,22,113,5431.816,48.069,14.465,32.021
Particle,Station4,Particle,Heavy,2022.02,23,110,5531.061,50.282,14.729,36.804
Particle,Station4,Particle,Heavy,2022.02,24,114,5963.606,52.312,15.881,35.559
Particle,Station4,Particle,Heavy,2022.02,25,96,5610.302,58.441,14.94,38.958
Particle,Station4,Particle,Heavy,2022.02,26,120,6338.007,52.817,16.878,36.029
Particle,Station4,Particle,Heavy,2022.02,27,117,5660.302,48.379,15.073,38.243
Particle,Station4,Particle,Heavy,2022.02,28,118,6461.29,54.757,17.206,35.79
Particle,Station4,Particle,Heavy,2022.02,29,78,2483.377,31.838,6.613,31.216
Particle,Station4,Particle,Heavy,2022.02,3,108,5355.619,49.589,14.262,33.098
Particle,Station4,Particle,Heavy,2022.02,30,120,6034.599,50.288,16.07,34.144
Particle,Station4,Particle,Heavy,2022.02,31,112,5921.826,52.873,15.769,36.115
Particle,Station4,Particle,Heavy,2022.02,32,95,6761.759,71.176,18.006,47.495
Particle,Station4,Particle,Heavy,2022.02,33,68,2021.15,29.723,5.382,35.807
Particle,Station4,Particle,Heavy,2022.02,34,113,5154.683,45.617,13.727,36.401
Particle,Station4,Particle,Heavy,2022.02,35,77,1960.978,25.467,5.222,29.6
Particle,Station4,Particle,Heavy,2022.02,4,107,5326.769,49.783,14.185,34.677
Particle,Station4,Particle,Heavy,2022.02,5,109,5826.301,53.452,15.515,41.624
Particle,Station4,Particle,Heavy,2022.02,6,116,5805.827,50.05,15.461,33.553
Particle,Station4,Particle,Heavy,2022.02,7,112,5697.06,50.867,15.171,36.729
Particle,Station4,Particle,Heavy,2022.02,8,122,7376.743,60.465,19.644,41.16
Particle,Station4,Particle,Heavy,2022.02,9,112,6723.881,60.035,17.905,42.651
Particle,Station4,Particle,Light,2022.02,1,112,5307.466,47.388,14.133,32.166
Particle,Station4,Particle,Light,2022.02,10,111,7161.759,64.52,19.071,42.241
Particle,Station4,Particle,Light,2022.02,11,105,5840.713,55.626,15.553,36.93
Particle,Station4,Particle,Light,2022.02,12,107,6294.823,58.83,16.763,37.428
Particle,Station4,Particle,Light,2022.02,13,109,5679.657,52.107,15.125,33.947
Particle,Station4,Particle,Light,2022.02,14,105,6338.58,60.367,16.879,39.602
Particle,Station4,Particle,Light,2022.02,15,102,6379.084,62.54,16.987,39.986
Particle,Station4,Particle,Light,2022.02,16,102,6393.626,62.683,17.026,46.01
Particle,Station4,Particle,Light,2022.02,17,105,5879.761,55.998,15.657,36.958
Particle,Station4,Particle,Light,2022.02,18,98,6071.124,61.95,16.167,39.328
Particle,Station4,Particle,Light,2022.02,19,104,4610.848,44.335,12.278,33.406
Particle,Station4,Particle,Light,2022.02,2,109,6830.047,62.661,18.188,42.033
Particle,Station4,Particle,Light,2022.02,20,103,6041.519,58.656,16.088,38.97
Particle,Station4,Particle,Light,2022.02,21,96,5358.585,55.819,14.27,37.181
Particle,Station4,Particle,Light,2022.02,22,113,5370.76,47.529,14.302,34.858
Particle,Station4,Particle,Light,2022.02,23,91,5963.528,65.533,15.88,42.804
Particle,Station4,Particle,Light,2022.02,24,111,5907.726,53.223,15.732,38.588
Particle,Station4,Particle,Light,2022.02,25,112,6187.617,55.247,16.477,36.28
Particle,Station4,Particle,Light,2022.02,26,105,6092.82,58.027,16.225,41.507
Particle,Station4,Particle,Light,2022.02,27,115,6284.053,54.644,16.734,37.452
Particle,Station4,Particle,Light,2022.02,28,109,5700.182,52.295,15.179,40.434
Particle,Station4,Particle,Light,2022.02,29,107,5850.312,54.676,15.579,40.216
Particle,Station4,Particle,Light,2022.02,3,94,5269.797,56.062,14.033,37.413
Particle,Station4,Particle,Light,2022.02,30,105,6466.91,61.59,17.221,39.431
Particle,Station4,Particle,Light,2022.02,31,96,4720.057,49.167,12.569,38.365
Particle,Station4,Particle,Light,2022.02,32,100,6435.406,64.354,17.137,40.349
Particle,Station4,Particle,Light,2022.02,4,107,4522.086,42.262,12.042,33.684
Particle,Station4,Particle,Light,2022.02,5,107,6782.31,63.386,18.061,39.272
Particle,Station4,Particle,Light,2022.02,6,101,6259.027,61.971,16.667,41.482
Particle,Station4,Particle,Light,2022.02,7,110,6509.599,59.178,17.335,37.91
Particle,Station4,Particle,Light,2022.02,8,92,6442.586,70.028,17.156,45.043
Particle,Station4,Particle,Light,2022.02,9,101,6221.826,61.602,16.568,41.283
Particle,Station5,Particle,Heavy,2022.02,1,63,1711.915,27.173,4.559,25.574
Particle,Station5,Particle,Heavy,2022.02,10,8,348.595,43.574,0.928,29.878
Particle,Station5,Particle,Heavy,2022.02,11,46,806.426,17.531,2.147,25.564
Particle,Station5,Particle,Heavy,2022.02,12,52,870.968,16.749,2.319,22.403
Particle,Station5,Particle,Heavy,2022.02,13,32,740.271,23.133,1.971,27.978
Particle,Station5,Particle,Heavy,2022.02,14,20,898.205,44.91,2.392,34.105
Particle,Station5,Particle,Heavy,2022.02,15,24,698.725,29.114,1.861,28.934
Particle,Station5,Particle,Heavy,2022.02,16,38,1132.7,29.808,3.016,30.645
Particle,Station5,Particle,Heavy,2022.02,17,49,1274.844,26.017,3.395,26.452
Particle,Station5,Particle,Heavy,2022.02,18,66,1853.226,28.079,4.935,29.333
Particle,Station5,Particle,Heavy,2022.02,19,44,1204.318,27.371,3.207,26.959
Particle,Station5,Particle,Heavy,2022.02,2,49,1053.824,21.507,2.806,25.713
Particle,Station5,Particle,Heavy,2022.02,20,29,1240.843,42.788,3.304,36.877
Particle,Station5,Particle,Heavy,2022.02,21,36,670.265,18.618,1.785,25.118
Particle,Station5,Particle,Heavy,2022.02,22,19,753.278,39.646,2.006,30.748
Particle,Station5,Particle,Heavy,2022.02,23,35,782.856,22.367,2.085,24.862
Particle,Station5,Particle,Heavy,2022.02,24,57,1719.407,30.165,4.579,28.191
Particle,Station5,Particle,Heavy,2022.02,25,49,1398.777,28.546,3.725,28.593
Particle,Station5,Particle,Heavy,2022.02,26,42,1102.107,26.241,2.935,27.944
Particle,Station5,Particle,Heavy,2022.02,27,29,1657.908,57.169,4.415,42.355
Particle,Station5,Particle,Heavy,2022.02,28,66,2315.713,35.087,6.167,30.315
Particle,Station5,Particle,Heavy,2022.02,29,62,1947.477,31.411,5.186,29.956
Particle,Station5,Particle,Heavy,2022.02,3,50,1235.406,24.708,3.29,25.707
Particle,Station5,Particle,Heavy,2022.02,30,40,1404.969,35.124,3.741,33.121
Particle,Station5,Particle,Heavy,2022.02,31,65,2390.505,36.777,6.366,34.989
Particle,Station5,Particle,Heavy,2022.02,32,52,958.507,18.433,2.552,21.687
Particle,Station5,Particle,Heavy,2022.02,33,66,2229.448,33.78,5.937,32.509
Particle,Station5,Particle,Heavy,2022.02,34,38,1366.753,35.967,3.64,30.534
Particle,Station5,Particle,Heavy,2022.02,4,74,1281.191,17.313,3.412,24.703
Particle,Station5,Particle,Heavy,2022.02,5,20,555.489,27.774,1.479,27.478
Particle,Station5,Particle,Heavy,2022.02,6,43,648.829,15.089,1.728,21.925
Particle,Station5,Particle,Heavy,2022.02,7,67,2037.825,30.415,5.427,28.947
Particle,Station5,Particle,Heavy,2022.02,8,59,739.178,12.528,1.968,20.624
Particle,Station5,Particle,Heavy,2022.02,9,32,624.584,19.518,1.663,25.024
Particle,Station5,Particle,Light,2022.02,1,34,749.662,22.049,1.996,26.374
Particle,Station5,Particle,Light,2022.02,10,39,734.209,18.826,1.955,22.643
Particle,Station5,Particle,Light,2022.02,11,34,638.163,18.77,1.699,22.646
Particle,Station5,Particle,Light,2022.02,12,55,1409.521,25.628,3.753,26.231
Particle,Station5,Particle,Light,2022.02,13,34,732.466,21.543,1.951,23.695
Particle,Station5,Particle,Light,2022.02,14,51,1290.01,25.294,3.435,25.97
Particle,Station5,Particle,Light,2022.02,15,47,873.101,18.577,2.325,22.732
Particle,Station5,Particle,Light,2022.02,16,47,1439.724,30.632,3.834,28.558
Particle,Station5,Particle,Light,2022.02,17,51,1540.01,30.196,4.101,30.761
Particle,Station5,Particle,Light,2022.02,18,31,473.465,15.273,1.261,21.466
Particle,Station5,Particle,Light,2022.02,19,36,842.586,23.405,2.244,25.466
Particle,Station5,Particle,Light,2022.02,2,34,811.16,23.858,2.16,29.065
Particle,Station5,Particle,Light,2022.02,20,40,1383.351,34.584,3.684,31.237
Particle,Station5,Particle,Light,2022.02,21,55,1629.475,29.627,4.339,29.634
Particle,Station5,Particle,Light,2022.02,22,39,886.629,22.734,2.361,25.372
Particle,Station5,Particle,Light,2022.02,23,50,1186.655,23.733,3.16,24.791
Particle,Station5,Particle,Light,2022.02,24,45,1303.174,28.959,3.47,26.603
Particle,Station5,Particle,Light,2022.02,25,53,1235.146,23.305,3.289,23.505
Particle,Station5,Particle,Light,2022.02,26,40,937.825,23.446,2.497,25.698
Particle,Station5,Particle,Light,2022.02,27,34,986.16,29.005,2.626,29.462
Particle,Station5,Particle,Light,2022.02,28,53,1348.595,25.445,3.591,26.252
Particle,Station5,Particle,Light,2022.02,29,35,833.533,23.815,2.22,26.075
Particle,Station5,Particle,Light,2022.02,3,26,671.124,25.812,1.787,25.885
Particle,Station5,Particle,Light,2022.02,30,42,1392.69,33.159,3.709,31.07
Particle,Station5,Particle,Light,2022.02,31,59,1604.136,27.189,4.272,28.496
Particle,Station5,Particle,Light,2022.02,32,43,1410.276,32.797,3.755,31.867
Particle,Station5,Particle,Light,2022.02,33,58,1206.113,20.795,3.212,25.577
Particle,Station5,Particle,Light,2022.02,34,34,1303.252,38.331,3.47,32.739
Particle,Station5,Particle,Light,2022.02,4,11,198.699,18.064,0.529,21.325
Particle,Station5,Particle,Light,2022.02,5,28,539.074,19.253,1.436,24.183
Particle,Station5,Particle,Light,2022.02,6,33,698.153,21.156,1.859,23.959
Particle,Station5,Particle,Light,2022.02,7,15,330.177,22.012,0.879,22.081
Particle,Station5,Particle,Light,2022.02,8,27,831.972,30.814,2.215,30.023
Particle,Station5,Particle,Light,2022.02,9,33,734.079,22.245,1.955,21.418
Particle,Station6,Particle,Heavy,2022.02,1,115,4835.796,42.05,12.877,34.8
Particle,Station6,Particle,Heavy,2022.02,10,115,3108.611,27.031,8.278,24.886
Particle,Station6,Particle,Heavy,2022.02,11,127,3400.364,26.775,9.055,25.778
Particle,Station6,Particle,Heavy,2022.02,12,106,3414.49,32.212,9.093,29.289
Particle,Station6,Particle,Heavy,2022.02,13,115,3023.725,26.293,8.052,24.753
Particle,Station6,Particle,Heavy,2022.02,14,138,4619.459,33.474,12.301,27.974
Particle,Station6,Particle,Heavy,2022.02,15,110,3118.392,28.349,8.304,27.21
Particle,Station6,Particle,Heavy,2022.02,16,122,3448.725,28.268,9.184,27.593
Particle,Station6,Particle,Heavy,2022.02,17,87,2655.541,30.523,7.072,29.863
Particle,Station6,Particle,Heavy,2022.02,18,102,3201.223,31.385,8.525,28.017
Particle,Station6,Particle,Heavy,2022.02,19,91,2754.735,30.272,7.336,27.663
Particle,Station6,Particle,Heavy,2022.02,2,114,3042.326,26.687,8.102,27.611
Particle,Station6,Particle,Heavy,2022.02,20,95,3608.195,37.981,9.608,31.335
Particle,Station6,Particle,Heavy,2022.02,21,88,2066.571,23.484,5.503,28.411
Particle,Station6,Particle,Heavy,2022.02,22,103,3113.71,30.23,8.292,27.912
Particle,Station6,Particle,Heavy,2022.02,23,102,2574.662,25.242,6.856,24.566
Particle,Station6,Particle,Heavy,2022.02,24,97,3900.39,40.21,10.386,34.785
Particle,Station6,Particle,Heavy,2022.02,25,105,4070.135,38.763,10.839,33.416
Particle,Station6,Particle,Heavy,2022.02,26,113,3757.284,33.25,10.005,29.285
Particle,Station6,Particle,Heavy,2022.02,27,55,1868.444,33.972,4.976,32.411
Particle,Station6,Particle,Heavy,2022.02,28,92,2192.3,23.829,5.838,26.232
Particle,Station6,Particle,Heavy,2022.02,29,88,1987.669,22.587,5.293,25.052
Particle,Station6,Particle,Heavy,2022.02,3,119,3130.801,26.309,8.337,26.341
Particle,Station6,Particle,Heavy,2022.02,30,130,3521.358,27.087,9.377,26.704
Particle,Station6,Particle,Heavy,2022.02,31,133,4850.572,36.47,12.917,31.779
Particle,Station6,Particle,Heavy,2022.02,32,109,3277.653,30.07,8.728,28.162
Particle,Station6,Particle,Heavy,2022.02,33,80,2415.739,30.197,6.433,27.744
Particle,Station6,Particle,Heavy,2022.02,4,119,2914.36,24.49,7.761,25.465
Particle,Station6,Particle,Heavy,2022.02,5,76,1586.42,20.874,4.225,23.604
Particle,Station6,Particle,Heavy,2022.02,6,90,2187.565,24.306,5.825,25.27
Particle,Station6,Particle,Heavy,2022.02,7,126,3600.937,28.579,9.589,27.026
Particle,Station6,Particle,Heavy,2022.02,8,125,3247.164,25.977,8.647,25.954
Particle,Station6,Particle,Heavy,2022.02,9,77,1880.801,24.426,5.008,24.951
Particle,Station6,Particle,Light,2022.02,1,110,2514.854,22.862,6.697,23.768
Particle,Station6,Particle,Light,2022.02,10,109,2166.597,19.877,5.77,24.277
Particle,Station6,Particle,Light,2022.02,11,98,1550.884,15.825,4.13,21.083
Particle,Station6,Particle,Light,2022.02,12,73,1087.331,14.895,2.895,21.941
Particle,Station6,Particle,Light,2022.02,13,135,2691.727,19.939,7.168,22.907
Particle,Station6,Particle,Light,2022.02,14,131,3344.121,25.528,8.905,25.495
Particle,Station6,Particle,Light,2022.02,15,132,2832.596,21.459,7.543,22.96
Particle,Station6,Particle,Light,2022.02,16,79,1730.827,21.909,4.609,23.157
Particle,Station6,Particle,Light,2022.02,17,127,2984.599,23.501,7.948,25.43
Particle,Station6,Particle,Light,2022.02,18,107,2411.342,22.536,6.421,23.958
Particle,Station6,Particle,Light,2022.02,19,44,863.397,19.623,2.299,24.433
Particle,Station6,Particle,Light,2022.02,2,64,1129.162,17.643,3.007,22.055
Particle,Station6,Particle,Light,2022.02,20,59,798.283,13.53,2.126,21.314
Particle,Station6,Particle,Light,2022.02,21,129,3240.375,25.119,8.629,25.757
Particle,Station6,Particle,Light,2022.02,22,76,1465.713,19.286,3.903,24.181
Particle,Station6,Particle,Light,2022.02,23,58,1089.256,18.78,2.901,22.217
Particle,Station6,Particle,Light,2022.02,24,113,1643.392,14.543,4.376,20.767
Particle,Station6,Particle,Light,2022.02,25,39,595.864,15.279,1.587,21.857
Particle,Station6,Particle,Light,2022.02,26,104,1640.895,15.778,4.37,22.746
Particle,Station6,Particle,Light,2022.02,27,98,1633.377,16.667,4.35,21.598
Particle,Station6,Particle,Light,2022.02,28,35,510.822,14.595,1.36,23.523
Particle,Station6,Particle,Light,2022.02,29,29,745.604,25.71,1.985,27.644
Particle,Station6,Particle,Light,2022.02,3,132,3371.124,25.539,8.977,24.687
Particle,Station6,Particle,Light,2022.02,30,93,1816.571,19.533,4.837,23.796
Particle,Station6,Particle,Light,2022.02,31,109,2056.139,18.864,5.475,23.543
Particle,Station6,Particle,Light,2022.02,32,110,2259.365,20.54,6.017,24.281
Particle,Station6,Particle,Light,2022.02,33,98,1658.377,16.922,4.416,22.252
Particle,Station6,Particle,Light,2022.02,4,86,1302.419,15.144,3.468,21.377
Particle,Station6,Particle,Light,2022.02,5,120,2508.247,20.902,6.679,22.864
Particle,Station6,Particle,Light,2022.02,6,128,3123.907,24.406,8.319,23.804
Particle,Station6,Particle,Light,2022.02,7,107,2163.632,20.221,5.762,22.644
Particle,Station6,Particle,Light,2022.02,8,119,2767.716,23.258,7.37,25.497
Particle,Station6,Particle,Light,2022.02,9,99,1736.498,17.54,4.624,23.044
Particle,Station2,Particle,Heavy,2022.05,1,21,1098.361,52.303,2.925,56.055
Particle,Station2,Particle,Heavy,2022.05,10,37,2176.951,58.837,5.797,39.228
Particle,Station2,Particle,Heavy,2022.05,11,38,1750.858,46.075,4.662,43.373
Particle,Station2,Particle,Heavy,2022.05,12,33,2452.133,74.307,6.53,54.816
Particle,Station2,Particle,Heavy,2022.05,13,35,4239.152,121.119,11.289,64.211
Particle,Station2,Particle,Heavy,2022.05,14,63,6575.676,104.376,17.511,48.749
Particle,Station2,Particle,Heavy,2022.05,15,33,7271.54,220.35,19.364,75.432
Particle,Station2,Particle,Heavy,2022.05,16,52,4538.163,87.272,12.085,55.631
Particle,Station2,Particle,Heavy,2022.05,17,14,277.575,19.827,0.739,24.104
Particle,Station2,Particle,Heavy,2022.05,18,27,771.956,28.591,2.056,32.454
Particle,Station2,Particle,Heavy,2022.05,19,32,7480.307,233.76,19.92,73.514
Particle,Station2,Particle,Heavy,2022.05,2,9,367.82,40.869,0.979,22.272
Particle,Station2,Particle,Heavy,2022.05,20,24,1829.787,76.241,4.873,53.447
Particle,Station2,Particle,Heavy,2022.05,21,29,578.59,19.951,1.541,30.056
Particle,Station2,Particle,Heavy,2022.05,22,26,11134.833,428.263,29.651,101.008
Particle,Station2,Particle,Heavy,2022.05,23,28,10431.972,372.57,27.78,163.267
Particle,Station2,Particle,Heavy,2022.05,24,34,8892.898,261.556,23.681,91.372
Particle,Station2,Particle,Heavy,2022.05,25,33,8096.306,245.343,21.56,73.601
Particle,Station2,Particle,Heavy,2022.05,26,29,1114.88,38.444,2.969,34.838
Particle,Station2,Particle,Heavy,2022.05,27,35,7250.078,207.145,19.306,99.047
Particle,Station2,Particle,Heavy,2022.05,28,25,8689.906,347.596,23.141,128.567
Particle,Station2,Particle,Heavy,2022.05,29,25,10351.301,414.052,27.565,105.98
Particle,Station2,Particle,Heavy,2022.05,3,37,6671.202,180.303,17.765,77.521
Particle,Station2,Particle,Heavy,2022.05,30,35,7559.027,215.972,20.129,88.701
Particle,Station2,Particle,Heavy,2022.05,31,34,9506.816,279.612,25.316,92.746
Particle,Station2,Particle,Heavy,2022.05,4,28,709.313,25.333,1.889,27.139
Particle,Station2,Particle,Heavy,2022.05,5,36,3697.138,102.698,9.845,42.984
Particle,Station2,Particle,Heavy,2022.05,6,11,359.99,32.726,0.959,31.728
Particle,Station2,Particle,Heavy,2022.05,7,55,5323.777,96.796,14.177,66.002
Particle,Station2,Particle,Heavy,2022.05,8,41,1394.069,34.002,3.712,27.858
Particle,Station2,Particle,Heavy,2022.05,9,30,592.976,19.766,1.579,23.69
Particle,Station2,Particle,Light,2022.05,1,121,2832.284,23.407,7.542,27.994
Particle,Station2,Particle,Light,2022.05,10,23,431.634,18.767,1.149,26.473
Particle,Station2,Particle,Light,2022.05,11,40,763.528,19.088,2.033,27.558
Particle,Station2,Particle,Light,2022.05,12,41,627.159,15.297,1.67,23.996
Particle,Station2,Particle,Light,2022.05,13,75,1030.619,13.742,2.744,20.605
Particle,Station2,Particle,Light,2022.05,14,43,608.351,14.148,1.62,21.672
Particle,Station2,Particle,Light,2022.05,15,67,864.646,12.905,2.302,22.151
Particle,Station2,Particle,Light,2022.05,16,100,1385.718,13.857,3.69,26.305
Particle,Station2,Particle,Light,2022.05,17,43,717.898,16.695,1.912,24.36
Particle,Station2,Particle,Light,2022.05,18,40,549.74,13.743,1.464,20.999
Particle,Station2,Particle,Light,2022.05,19,31,547.425,17.659,1.458,23.46
Particle,Station2,Particle,Light,2022.05,2,115,6552.602,56.979,17.449,51.143
Particle,Station2,Particle,Light,2022.05,20,18,416.389,23.133,1.109,23.689
Particle,Station2,Particle,Light,2022.05,21,92,1447.815,15.737,3.855,23.503
Particle,Station2,Particle,Light,2022.05,22,75,1008.715,13.45,2.686,21.405
Particle,Station2,Particle,Light,2022.05,23,23,596.696,25.943,1.589,26.747
Particle,Station2,Particle,Light,2022.05,24,29,491.181,16.937,1.308,24.308
Particle,Station2,Particle,Light,2022.05,25,132,8198.153,62.107,21.831,50.81
Particle,Station2,Particle,Light,2022.05,26,113,2131.816,18.866,5.677,23.963
Particle,Station2,Particle,Light,2022.05,27,56,877.133,15.663,2.336,21.302
Particle,Station2,Particle,Light,2022.05,28,60,1059.027,17.65,2.82,23.659
Particle,Station2,Particle,Light,2022.05,29,39,753.33,19.316,2.006,21.891
Particle,Station2,Particle,Light,2022.05,3,22,424.142,19.279,1.129,26.256
Particle,Station2,Particle,Light,2022.05,30,35,542.092,15.488,1.444,23.994
Particle,Station2,Particle,Light,2022.05,31,88,1214.854,13.805,3.235,19.54
Particle,Station2,Particle,Light,2022.05,32,106,2008.741,18.95,5.349,24.457
Particle,Station2,Particle,Light,2022.05,33,127,2608.819,20.542,6.947,24.42
Particle,Station2,Particle,Light,2022.05,34,36,732.102,20.336,1.95,23.626
Particle,Station2,Particle,Light,2022.05,35,56,1065.01,19.018,2.836,24.391
Particle,Station2,Particle,Light,2022.05,4,16,211.915,13.245,0.564,22.812
Particle,Station2,Particle,Light,2022.05,5,31,453.798,14.639,1.208,23.096
Particle,Station2,Particle,Light,2022.05,6,27,422.268,15.64,1.124,22.783
Particle,Station2,Particle,Light,2022.05,7,17,294.199,17.306,0.783,23.559
Particle,Station2,Particle,Light,2022.05,8,72,992.482,13.784,2.643,20.508
Particle,Station2,Particle,Light,2022.05,9,68,1346.358,19.799,3.585,23.126
Particle,Station3,Particle,Heavy,2022.05,1,44,1252.497,28.466,3.335,29.059
Particle,Station3,Particle,Heavy,2022.05,10,14,833.012,59.501,2.218,40.449
Particle,Station3,Particle,Heavy,2022.05,11,28,1148.621,41.022,3.059,28.142
Particle,Station3,Particle,Heavy,2022.05,12,14,800.208,57.158,2.131,29.299
Particle,Station3,Particle,Heavy,2022.05,13,11,487.201,44.291,1.297,28.045
Particle,Station3,Particle,Heavy,2022.05,14,13,383.351,29.489,1.021,27.795
Particle,Station3,Particle,Heavy,2022.05,15,34,1168.444,34.366,3.111,32.12
Particle,Station3,Particle,Heavy,2022.05,16,23,1056.374,45.929,2.813,31.206
Particle,Station3,Particle,Heavy,2022.05,17,11,279.553,25.414,0.744,27.377
Particle,Station3,Particle,Heavy,2022.05,18,41,863.241,21.055,2.299,25.293
Particle,Station3,Particle,Heavy,2022.05,19,55,1789.672,32.539,4.766,30.168
Particle,Station3,Particle,Heavy,2022.05,2,69,2446.358,35.454,6.514,30.002
Particle,Station3,Particle,Heavy,2022.05,20,39,1590.114,40.772,4.234,30.074
Particle,Station3,Particle,Heavy,2022.05,21,18,961.915,53.44,2.562,36.263
Particle,Station3,Particle,Heavy,2022.05,22,20,584.105,29.205,1.555,26.5
Particle,Station3,Particle,Heavy,2022.05,23,32,1078.59,33.706,2.872,31.212
Particle,Station3,Particle,Heavy,2022.05,24,28,1705.229,60.901,4.541,31.058
Particle,Station3,Particle,Heavy,2022.05,25,24,1986.993,82.791,5.291,40.511
Particle,Station3,Particle,Heavy,2022.05,26,17,807.154,47.48,2.149,29.061
Particle,Station3,Particle,Heavy,2022.05,27,16,754.969,47.186,2.01,35.234
Particle,Station3,Particle,Heavy,2022.05,28,28,2057.96,73.499,5.48,40.288
Particle,Station3,Particle,Heavy,2022.05,29,43,1775.234,41.285,4.727,31.616
Particle,Station3,Particle,Heavy,2022.05,3,76,1443.236,18.99,3.843,23.629
Particle,Station3,Particle,Heavy,2022.05,30,23,1796.124,78.092,4.783,40.34
Particle,Station3,Particle,Heavy,2022.05,31,49,1663.762,33.954,4.43,29.718
Particle,Station3,Particle,Heavy,2022.05,4,11,712.487,64.772,1.897,37.334
Particle,Station3,Particle,Heavy,2022.05,5,50,859.964,17.199,2.29,24.836
Particle,Station3,Particle,Heavy,2022.05,6,44,1914.412,43.509,5.098,32.819
Particle,Station3,Particle,Heavy,2022.05,7,19,1291.571,67.977,3.439,34.678
Particle,Station3,Particle,Heavy,2022.05,8,25,625.182,25.007,1.665,24.109
Particle,Station3,Particle,Heavy,2022.05,9,23,608.611,26.461,1.621,28.383
Particle,Station3,Particle,Light,2022.05,1,62,1251.743,20.189,3.333,26.516
Particle,Station3,Particle,Light,2022.05,10,105,1637.851,15.599,4.361,25.704
Particle,Station3,Particle,Light,2022.05,11,96,1907.986,19.875,5.081,28.502
Particle,Station3,Particle,Light,2022.05,12,77,2079.188,27.002,5.537,27.495
Particle,Station3,Particle,Light,2022.05,13,90,2159.157,23.991,5.75,27.796
Particle,Station3,Particle,Light,2022.05,14,53,1074.48,20.273,2.861,25.824
Particle,Station3,Particle,Light,2022.05,15,33,692.69,20.991,1.845,25.714
Particle,Station3,Particle,Light,2022.05,16,92,1955.541,21.256,5.207,25.154
Particle,Station3,Particle,Light,2022.05,17,38,716.805,18.863,1.909,24.522
Particle,Station3,Particle,Light,2022.05,18,42,778.85,18.544,2.074,24.432
Particle,Station3,Particle,Light,2022.05,19,16,1827.055,114.191,4.865,47.516
Particle,Station3,Particle,Light,2022.05,2,56,1420.135,25.36,3.782,26.637
Particle,Station3,Particle,Light,2022.05,20,12,976.093,81.341,2.599,44.202
Particle,Station3,Particle,Light,2022.05,21,41,1529.37,37.302,4.073,30.45
Particle,Station3,Particle,Light,2022.05,22,63,1368.522,21.723,3.644,26.813
Particle,Station3,Particle,Light,2022.05,23,52,924.116,17.771,2.461,25.069
Particle,Station3,Particle,Light,2022.05,24,105,2049.948,19.523,5.459,27.46
Particle,Station3,Particle,Light,2022.05,25,46,874.87,19.019,2.33,25.373
Particle,Station3,Particle,Light,2022.05,26,111,2465.375,22.211,6.565,28.581
Particle,Station3,Particle,Light,2022.05,27,13,1412.071,108.621,3.76,54.483
Particle,Station3,Particle,Light,2022.05,28,15,472.216,31.481,1.257,33.682
Particle,Station3,Particle,Light,2022.05,29,32,1185.874,37.059,3.158,30.752
Particle,Station3,Particle,Light,2022.05,3,65,2064.542,31.762,5.498,27.933
Particle,Station3,Particle,Light,2022.05,30,61,1220.708,20.012,3.251,27.597
Particle,Station3,Particle,Light,2022.05,31,25,853.772,34.151,2.274,32.988
Particle,Station3,Particle,Light,2022.05,32,13,1114.022,85.694,2.967,43.289
Particle,Station3,Particle,Light,2022.05,33,27,590.999,21.889,1.574,26.676
Particle,Station3,Particle,Light,2022.05,34,28,1021.228,36.472,2.719,29.355
Particle,Station3,Particle,Light,2022.05,4,37,1889.958,51.08,5.033,32.336
Particle,Station3,Particle,Light,2022.05,5,26,600,23.077,1.598,25.73
Particle,Station3,Particle,Light,2022.05,6,51,1114.958,21.862,2.969,24.927
Particle,Station3,Particle,Light,2022.05,7,31,913.241,29.459,2.432,28.222
Particle,Station3,Particle,Light,2022.05,8,36,1742.092,48.391,4.639,36.064
Particle,Station3,Particle,Light,2022.05,9,31,898.465,28.983,2.393,28.033
Particle,Station4,Particle,Heavy,2022.05,1,75,1370.942,18.279,3.651,27.846
Particle,Station4,Particle,Heavy,2022.05,10,64,1236.863,19.326,3.294,27.051
Particle,Station4,Particle,Heavy,2022.05,11,4,302.237,75.559,0.805,36.733
Particle,Station4,Particle,Heavy,2022.05,12,24,475.52,19.813,1.266,38.596
Particle,Station4,Particle,Heavy,2022.05,13,20,312.955,15.648,0.833,25.736
Particle,Station4,Particle,Heavy,2022.05,14,66,1185.77,17.966,3.158,24.502
Particle,Station4,Particle,Heavy,2022.05,15,95,9130.697,96.113,24.314,68.504
