394,0.0864
393,0.0877
392,0.089
391,0.0902
390,0.0916
389,0.0929
388,0.0944
387,0.0959
386,0.0975
385,0.099
384,0.1006
383,0.1022
382,0.1038
381,0.1056
380,0.1078
379,0.1127
378,0.1195
377,0.1237
376,0.1256
375,0.1275
374,0.1295
373,0.1316
372,0.1336
371,0.1355
370,0.1375
369,0.1396
368,0.1417
367,0.1438
366,0.146
365,0.1483
364,0.1507
363,0.153
362,0.1555
361,0.1581
360,0.1607
359,0.1634
358,0.166
357,0.1687
356,0.1713
355,0.174
354,0.1767
353,0.1794
352,0.182
351,0.1846
350,0.1872
349,0.19
348,0.1931
347,0.1961
346,0.1992
345,0.2024
344,0.2056
343,0.2088
342,0.2122
341,0.2156
340,0.2166
339,0.2149
338,0.2147
337,0.2175
336,0.221
335,0.2246
334,0.2282
333,0.2318
332,0.2356
331,0.2395
330,0.2434
329,0.2473
328,0.2512
327,0.2554
326,0.2599
325,0.2645
324,0.2692
323,0.2741
322,0.2791
321,0.2842
320,0.2895
319,0.2948
318,0.3003
317,0.3058
316,0.3111
315,0.3164
314,0.3219
313,0.3274
312,0.3329
311,0.3384
310,0.344
309,0.3496
308,0.3554
307,0.3617
306,0.3682
305,0.3747
304,0.3812
303,0.3881
302,0.3953
301,0.4028
300,0.4102
299,0.4176
298,0.4251
297,0.4328
296,0.4406
295,0.4485
294,0.4564
293,0.4645
292,0.4727
291,0.4809
290,0.4891
289,0.4975
288,0.5062
287,0.5151
286,0.5242
285,0.5333
284,0.5424
283,0.5516
282,0.5608
281,0.5701
280,0.5794
279,0.5886
278,0.5977
277,0.6068
276,0.6162
275,0.6256
274,0.6347
273,0.6436
272,0.6525
271,0.6612
270,0.6698
269,0.6783
268,0.6868
267,0.6955
266,0.7043
265,0.713
264,0.7216
263,0.7302
262,0.7388
261,0.7474
260,0.756
259,0.7646
258,0.7732
257,0.7822
256,0.7913
255,0.8004
254,0.8096
253,0.8189
252,0.8287
251,0.8388
250,0.8492
249,0.8604
248,0.8726
247,0.8861
246,0.9015
245,0.9187
244,0.9375
243,0.9582
242,0.9818
241,1.0085
240,1.0387
239,1.073
238,1.1123
237,1.1578
236,1.21
235,1.2697
234,1.3379
233,1.4154
232,1.5037
231,1.6059
230,1.7237
229,1.8542
228,2.0002
227,2.1695
226,2.3636
225,2.5818
224,2.8211
223,3.0747
222,3.3471
221,3.6311
220,3.8851
219,4.1114
218,4.2834
217,4.356
216,4.4088
215,4.4209
214,4.4055
213,4.4908
212,4.543
211,4.4577
210,4.4463
209,4.4977
208,4.466
207,4.4785
206,4.5852
205,4.5457
204,4.5026
203,4.5409
202,4.6632
201,5.0222
200,5.0888
199,5.3008
198,10
197,5.7862
196,4.8679
195,5.3154
194,10
193,10
192,10
191,10
190,10
