800,0.082
799,0.0822
798,0.0825
797,0.0828
796,0.0832
795,0.0836
794,0.084
793,0.0844
792,0.0848
791,0.0852
790,0.0856
789,0.086
788,0.0865
787,0.0869
786,0.0874
785,0.0878
784,0.0882
783,0.0886
782,0.089
781,0.0895
780,0.0899
779,0.0902
778,0.0905
777,0.0909
776,0.0912
775,0.0915
774,0.0918
773,0.092
772,0.0922
771,0.0924
770,0.0926
769,0.0929
768,0.0931
767,0.0932
766,0.0934
765,0.0935
764,0.0936
763,0.0936
762,0.0938
761,0.0939
760,0.0941
759,0.0942
758,0.0944
757,0.0945
756,0.0945
755,0.0946
754,0.0946
753,0.0947
752,0.0947
751,0.0947
750,0.0947
749,0.0945
748,0.0944
747,0.0941
746,0.0937
745,0.0931
744,0.0924
743,0.0914
742,0.0903
741,0.0891
740,0.0879
739,0.0867
738,0.0856
737,0.0847
736,0.0837
735,0.0822
734,0.0804
733,0.0784
732,0.0762
731,0.0738
730,0.0713
729,0.0689
728,0.0666
727,0.0644
726,0.0625
725,0.0608
724,0.0592
723,0.0577
722,0.0563
721,0.0549
720,0.0535
719,0.0523
718,0.0512
717,0.0501
716,0.049
715,0.0479
714,0.0469
713,0.046
712,0.0451
711,0.0443
710,0.0436
709,0.043
708,0.0424
707,0.0418
706,0.0412
705,0.0406
704,0.0401
703,0.0396
702,0.0392
701,0.0388
700,0.0384
699,0.038
698,0.0377
697,0.0373
696,0.037
695,0.0367
694,0.0363
693,0.036
692,0.0356
691,0.0353
690,0.035
689,0.0346
688,0.0343
687,0.034
686,0.0338
685,0.0336
684,0.0333
683,0.0331
682,0.0329
681,0.0328
680,0.0327
679,0.0325
678,0.0324
677,0.0323
676,0.0322
675,0.0321
674,0.032
673,0.0319
672,0.0318
671,0.0317
670,0.0316
669,0.0315
668,0.0314
667,0.0313
666,0.0313
665,0.0312
664,0.0311
663,0.031
662,0.0309
661,0.0307
660,0.0306
659,0.0304
658,0.0303
657,0.0301
656,0.0298
655,0.0296
654,0.0294
653,0.0292
652,0.029
651,0.0289
650,0.0289
649,0.0287
648,0.0286
647,0.0286
646,0.0286
645,0.0285
644,0.0284
643,0.0283
642,0.0283
641,0.0281
640,0.028
639,0.028
638,0.0279
637,0.0278
636,0.0277
635,0.0276
634,0.0276
633,0.0275
632,0.0274
631,0.0273
630,0.0273
629,0.0272
628,0.0272
627,0.0271
626,0.0271
625,0.0271
624,0.027
623,0.027
622,0.027
621,0.0269
620,0.0269
619,0.0269
618,0.0268
617,0.0268
616,0.0268
615,0.0267
614,0.0267
613,0.0266
612,0.0266
611,0.0265
610,0.0265
609,0.0265
608,0.0264
607,0.0264
606,0.0264
605,0.0264
604,0.0264
603,0.0263
602,0.0263
601,0.0261
600,0.0257
599,0.0253
598,0.0251
597,0.0249
596,0.0247
595,0.0245
594,0.0243
593,0.0241
592,0.024
591,0.0238
590,0.0235
589,0.0233
588,0.0229
587,0.0225
586,0.022
585,0.0214
584,0.0209
583,0.0203
582,0.0198
581,0.0194
580,0.0191
579,0.0188
578,0.0188
577,0.0188
576,0.019
575,0.0191
574,0.0192
573,0.0192
572,0.0192
571,0.0192
570,0.0192
569,0.0191
568,0.0191
567,0.0191
566,0.019
565,0.019
564,0.019
563,0.019
562,0.0191
561,0.0191
560,0.0191
559,0.0191
558,0.0191
557,0.0192
556,0.0192
555,0.0193
554,0.0194
553,0.0194
552,0.0194
551,0.0195
550,0.0195
549,0.0195
548,0.0195
547,0.0195
546,0.0195
545,0.0195
544,0.0195
543,0.0195
542,0.0195
541,0.0196
540,0.0196
539,0.0197
538,0.0197
537,0.0198
536,0.0199
535,0.02
534,0.0201
533,0.0202
532,0.0202
531,0.0203
530,0.0203
529,0.0203
528,0.0203
527,0.0202
526,0.0202
525,0.0201
524,0.02
523,0.0199
522,0.0199
521,0.0198
520,0.0197
519,0.0197
518,0.0196
517,0.0195
516,0.0195
515,0.0194
514,0.0193
513,0.0192
512,0.0191
511,0.0189
510,0.0188
509,0.0186
508,0.0185
507,0.0184
506,0.0183
505,0.0182
504,0.0182
503,0.0181
502,0.0181
501,0.0181
500,0.0182
499,0.0182
498,0.0183
497,0.0183
496,0.0184
495,0.0185
494,0.0186
493,0.0186
492,0.0188
491,0.0189
490,0.019
489,0.0192
488,0.0195
487,0.0198
486,0.0201
485,0.0203
484,0.0205
483,0.0206
482,0.0206
481,0.0206
480,0.0205
479,0.0204
478,0.0203
477,0.0202
476,0.0202
475,0.0202
474,0.0202
473,0.0203
472,0.0205
471,0.0207
470,0.0208
469,0.021
468,0.0212
467,0.0214
466,0.0216
465,0.0218
464,0.0219
463,0.022
462,0.0221
461,0.0223
460,0.0224
459,0.0226
458,0.0229
457,0.0231
456,0.0233
455,0.0235
454,0.0237
453,0.0239
452,0.0241
451,0.0243
450,0.0245
449,0.0247
448,0.0249
447,0.0251
446,0.0253
445,0.0256
444,0.0258
443,0.0261
442,0.0264
441,0.0266
440,0.0269
439,0.0271
438,0.0273
437,0.0276
436,0.0279
435,0.0282
434,0.0285
433,0.0289
432,0.0292
431,0.0296
430,0.03
429,0.0303
428,0.0307
427,0.031
426,0.0314
425,0.0317
424,0.0321
423,0.0325
422,0.0329
421,0.0333
420,0.0337
419,0.0342
418,0.0346
417,0.0351
416,0.0355
415,0.0359
414,0.0364
