,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,244.1,189.1,131.8,78.19,48.08,51.23,48.39,64.98,289.9,681.1,184.8,125,153,7236,9999.9,3415,10.2,5.223,3.421,2.239,2.884,1.45,1.582,1.131,1.048,0.758,0.936,0.434,0.75,1.19,0.99,0.904,0.714,1.292,1.569,0.949,1.206,1.335,0.588,0.842,0.642,0.593,0.646,0.657,0.742,0.729,0.929,1.053
295,253.6,222.9,156.3,95.72,62.16,51.7,55.65,66.73,155.3,509.9,540,172.7,148,2077,7285,9999.9,2201,9.482,4.667,2.814,2.574,1.411,1.821,1.044,0.786,0.833,1.011,0.831,1.183,0.796,1.105,0.942,1.06,1.131,1.189,1.177,1.254,1.29,1.131,0.867,0.579,0.678,0.792,1.137,1,0.88,1.217,1.201
300,290.2,258.3,190.9,110.6,73.11,69.17,73.31,81.07,113.3,263.4,601.5,519.1,179.5,652.1,2057,6032,9862,1972,7.371,3.804,2.481,1.956,1.943,1.266,1.175,1.323,1.008,0.822,1.09,0.697,1.418,0.83,1.106,0.907,1.463,1.13,1.207,1.321,1.099,1.114,0.893,0.925,0.72,1.092,1.057,1.078,1.176,0.948
305,318.9,258.6,220.2,127.8,92.12,83.2,83.16,86.05,112.5,185.2,346.2,689.1,408.9,282.8,617.5,1696,5299,8732,1658,6.829,3.665,2.719,2.559,1.719,1.474,1.762,1.051,0.941,1.023,1.012,1.158,0.979,1.394,1.067,1.181,1.231,1.341,1.367,0.884,1.093,0.807,1.005,0.839,0.898,1.111,1.134,1.251,1.354
310,285,298.7,212.3,151.4,93.35,95.52,96.12,101.4,120.2,161.5,247.4,426,682.6,303.6,233.5,503.5,1486,4660,9693,1589,7.013,3.246,2.503,2.136,1.722,1.278,0.958,1.03,0.992,0.795,1.148,0.93,1.309,1.162,1.564,1.094,1.333,1.138,1.249,1.078,1.093,1.207,0.925,0.749,0.968,0.961,1.28,1.285
315,296.2,273.7,216.2,163.4,111.7,100.6,102.3,116.2,139.4,159.3,218.5,291.9,468.1,600,199.8,186.6,441.5,1311,5290,8263,1548,5.266,3.117,2.231,1.908,1.709,1.244,0.992,1.119,0.901,0.873,0.89,1.089,0.992,1.298,0.962,1.34,1.169,0.98,1.307,1.089,1.104,1.094,0.9,1.209,1.049,1.133,1.452
320,317.2,312.7,265.1,170,135.2,119.2,118.7,131.5,143.8,167.9,219.8,263.4,309.1,480.7,464.7,155.9,180.8,400.7,1490,4500,7748,958.7,5.063,2.509,2.172,1.367,1.362,1.263,1.053,0.863,0.823,1.235,0.735,0.894,1.107,1.016,1.103,1.061,0.925,1.249,0.961,0.955,0.88,1.08,0.823,1.414,0.948,1.682
325,357.7,375.5,358.2,231.9,169,143,137.2,145.5,160.3,186.9,226.9,259.1,277.4,303.7,465.4,366.4,139.3,167.6,454.9,1271,3936,6437,997.1,4.526,3.018,1.731,1.891,1.039,1.443,1.023,0.938,1.496,0.842,0.914,0.971,1.37,1.12,0.969,0.872,1.061,0.933,0.947,1.31,1.326,1.483,1.268,1.299,1.488
330,381.1,428.7,389.4,299.1,215.9,171.5,159.5,152.9,172,189.6,238.4,263,271.9,257.8,302,467.9,288.2,125.2,176.3,389.7,1109,3576,5738,797,4.61,2.508,2.219,0.997,1.634,1.429,1.321,1.232,1.212,1.073,1.093,1.079,1.012,1.097,0.914,1.128,0.84,0.81,1.176,1.191,1.232,1.38,1.692,1.844
335,401.4,478,455.9,363.3,244.4,191.3,175.2,168.1,179.9,208.3,241.4,275.2,278.3,260.9,249.9,315.2,458.9,219,119,158.7,340.9,1007,3278,4800,758.5,3.456,2.505,1.642,1.634,1.317,1.066,1.191,1.06,1.273,0.905,0.933,0.806,0.858,1.092,1.083,1.323,0.933,1.293,0.993,1.249,1.606,1.923,2.245
340,421,515.7,468.9,389.9,282.5,222.3,198.8,187.4,192.3,215.8,250.9,282.9,289.8,271.1,259.8,249.8,330.3,407.6,170,114.4,141.8,304.5,918.8,2751,4461,682.1,4.188,2.402,2.04,1.505,1.122,0.992,0.988,0.96,1.075,0.784,0.802,0.969,1.087,0.995,1.163,1.238,1.386,1.421,1.084,1.781,2.006,2.234
