,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,176.6,132.4,89.56,44.28,25.5,25.6,30.02,44.43,413.4,737.7,138.5,103.6,102.7,3150,7784,1261,4.188,2.826,1.139,1.635,1.532,1.07,1.224,0.463,0.992,0.704,0.893,0.533,0.519,0.925,0.762,0.26,0.84,0.415,0.91,0.572,0.409,0.375,0.573,0.349,0.366,0.564,0.472,0.642,0.613,0.786,0.821,0.673
295,234.9,165.3,117.6,60.24,29.17,28.34,34.85,46.81,182.1,624.5,554.2,140.5,105.6,922.9,3965,5151,815.3,3.91,2.095,1.945,1.574,1.07,0.986,0.772,0.852,0.739,0.872,0.585,0.684,0.595,0.574,0.499,0.595,0.532,0.603,0.472,0.559,0.44,0.409,0.368,0.409,0.686,0.607,0.789,0.468,0.682,0.505,0.793
300,286.5,212.2,137.8,79.39,40.86,35.09,44.92,51.64,107.9,278.6,714.9,483.7,135.5,314.7,1122,2824,4384,688.4,2.96,2.417,1.437,1.076,0.838,0.929,0.551,0.696,0.7,0.792,0.503,0.63,0.68,0.646,0.467,0.507,0.64,0.673,0.388,0.374,0.372,0.56,0.485,0.593,0.833,0.886,0.716,0.849,0.765,0.736
305,252.5,216,153.8,80.1,51.65,44.02,52.01,69.03,101.8,159.1,377.5,797,355.6,159.9,346.8,800.1,2359,3818,521.1,2.328,1.338,1.364,1.139,0.656,0.672,0.949,1.022,0.672,0.822,0.56,0.722,0.558,0.808,0.592,0.666,0.578,0.546,0.477,0.584,0.626,0.357,0.561,0.748,1.03,0.584,1.097,0.782,1.097
310,235.3,215.6,165.4,90.71,65.64,54.05,62.13,69.72,103.3,132.7,220.1,447.4,735.3,228.8,139.8,248.3,669.2,2052,3367,497.1,2.848,1.803,1.15,1.007,1.029,0.688,0.751,0.679,0.839,0.572,0.623,0.293,0.641,0.62,0.525,0.634,0.767,0.739,0.817,0.776,0.508,0.56,0.561,0.72,0.914,1.12,0.976,0.949
315,226.2,226.8,182.4,106.7,78.22,64.18,73.23,80.05,99.42,126.4,167.8,255.8,496.3,600.9,140.6,101.6,207.5,585.9,1912,3044,429.9,2.035,1.288,1.062,0.937,0.953,0.92,0.88,0.589,0.817,0.521,0.446,0.568,0.543,0.533,0.599,0.542,0.454,0.811,0.582,0.476,0.346,0.62,0.351,0.684,0.922,0.895,1.097
320,278.4,263.6,184,122.3,85.98,76.24,72.86,90.55,108,130.7,156.2,200.6,270.1,515.4,437.2,90.35,93.37,187.6,549,1699,2816,354.7,2.072,1.873,1.361,1.004,0.848,0.648,0.613,0.693,0.658,0.492,0.443,0.381,0.541,0.413,0.472,0.554,0.574,0.698,0.6,0.545,0.707,0.54,0.866,0.731,0.777,1.226
325,256.8,293.2,223.1,153.1,108.8,91.29,86.02,94.62,106.7,137.8,151.7,185.2,203,261.2,490.2,319.5,80.67,87.38,175.8,488.7,1518,2476,329.8,2.366,1.374,1.029,0.88,0.673,0.69,0.609,0.657,0.632,0.72,0.4,0.578,0.481,0.573,0.495,0.681,0.321,0.414,0.478,0.767,0.607,0.578,1.03,0.986,1.044
330,257.4,289.1,243.5,179.3,124.5,107.6,96.25,104.8,106.8,137.3,156.7,179.2,183.6,177.6,256.8,470.8,236.4,69.87,80.32,158.9,436.5,1354,2324,331.2,2.286,1.252,1.337,0.771,0.654,0.953,0.9,0.602,0.683,0.548,0.484,0.662,0.348,0.756,0.54,0.277,0.447,0.533,0.474,0.73,0.574,1.179,1.077,1.243
